timestamp,[NUMA:0]Inactive,anomaly_score
2019-02-20 13:38:20,2350592.0,0.0
2019-02-20 13:38:30,2350592.0,0.0
2019-02-20 13:38:40,2350592.0,0.0
2019-02-20 13:38:50,2350592.0,0.0
2019-02-20 13:39:00,2350604.0,0.0
2019-02-20 13:39:10,2350592.0,0.0
2019-02-20 13:39:20,2350592.0,0.0
2019-02-20 13:39:30,2350592.0,0.0
2019-02-20 13:39:40,2350584.0,0.0
2019-02-20 13:39:50,2350584.0,0.0
2019-02-20 13:40:00,2350584.0,0.0
2019-02-20 13:40:10,2350584.0,0.0
2019-02-20 13:40:20,2350588.0,0.0
2019-02-20 13:40:30,2350588.0,0.0
2019-02-20 13:40:40,2350588.0,0.0
2019-02-20 13:40:50,2350588.0,0.0
2019-02-20 13:41:00,2350588.0,0.0
2019-02-20 13:41:10,2350588.0,0.0
2019-02-20 13:41:20,2350588.0,0.0
2019-02-20 13:41:30,2350588.0,0.0
2019-02-20 13:41:40,2350588.0,0.0
2019-02-20 13:41:50,2350588.0,0.0
2019-02-20 13:42:00,2350588.0,0.0
2019-02-20 13:42:10,2350588.0,0.0
2019-02-20 13:42:20,2350588.0,0.0
2019-02-20 13:42:30,2350588.0,0.0
2019-02-20 13:42:40,2350588.0,0.0
2019-02-20 13:42:50,2350588.0,0.0
2019-02-20 13:43:00,2350592.0,0.0
2019-02-20 13:43:10,2350600.0,0.0
2019-02-20 13:43:20,2350600.0,0.0
2019-02-20 13:43:30,2350600.0,0.0
2019-02-20 13:43:40,2350596.0,0.0
2019-02-20 13:43:50,2350596.0,0.0
2019-02-20 13:44:00,2350596.0,0.0
2019-02-20 13:44:10,2350592.0,0.0
2019-02-20 13:44:20,2350592.0,0.0
2019-02-20 13:44:30,2350596.0,0.0
2019-02-20 13:44:40,2350596.0,0.0
2019-02-20 13:44:50,2350596.0,0.0
2019-02-20 13:45:00,2350588.0,0.0
2019-02-20 13:45:10,2350588.0,0.0
2019-02-20 13:45:20,2350588.0,0.0
2019-02-20 13:45:30,2350588.0,0.0
2019-02-20 13:45:40,2350588.0,0.0
2019-02-20 13:45:50,2350588.0,0.0
2019-02-20 13:46:00,2350588.0,0.0
2019-02-20 13:46:10,2350588.0,0.0
2019-02-20 13:46:20,2350596.0,0.0
2019-02-20 13:46:30,2350596.0,0.0
2019-02-20 13:46:40,2350596.0,0.0
2019-02-20 13:46:50,2350596.0,0.0
2019-02-20 13:47:00,2350596.0,0.0
2019-02-20 13:47:10,2350596.0,0.0
2019-02-20 13:47:20,2350604.0,0.0
2019-02-20 13:47:30,2350604.0,0.0
2019-02-20 13:47:40,2350604.0,0.0
2019-02-20 13:47:50,2350604.0,0.0
2019-02-20 13:48:00,2350608.0,0.0
2019-02-20 13:48:10,2350608.0,0.0
2019-02-20 13:48:20,2350612.0,0.0
2019-02-20 13:48:30,2350612.0,0.0
2019-02-20 13:48:40,2350612.0,0.0
2019-02-20 13:48:50,2350612.0,0.0
2019-02-20 13:49:00,2350612.0,0.0
2019-02-20 13:49:10,2350620.0,0.0
2019-02-20 13:49:20,2350620.0,0.0
2019-02-20 13:49:30,2350620.0,0.0
2019-02-20 13:49:40,2350624.0,0.0
2019-02-20 13:49:50,2350624.0,0.0
2019-02-20 13:50:00,2350632.0,0.0
2019-02-20 13:50:10,2350624.0,0.0
2019-02-20 13:50:20,2350624.0,0.0
2019-02-20 13:50:30,2350624.0,0.0
2019-02-20 13:50:40,2350624.0,0.0
2019-02-20 13:50:50,2350624.0,0.0
2019-02-20 13:51:00,2350624.0,0.0
2019-02-20 13:51:10,2350624.0,0.0
2019-02-20 13:51:20,2350624.0,0.0
2019-02-20 13:51:30,2350624.0,0.0
2019-02-20 13:51:40,2350624.0,0.0
2019-02-20 13:51:50,2350624.0,0.0
2019-02-20 13:52:00,2350624.0,0.0
2019-02-20 13:52:10,2350624.0,0.0
2019-02-20 13:52:20,2350624.0,0.0
2019-02-20 13:52:30,2350624.0,0.0
2019-02-20 13:52:40,2350624.0,0.0
2019-02-20 13:52:50,2350624.0,0.0
2019-02-20 13:53:00,2350624.0,0.0
2019-02-20 13:53:10,2350624.0,0.0
2019-02-20 13:53:20,2350624.0,0.0
2019-02-20 13:53:30,2350624.0,0.0
2019-02-20 13:53:40,2350624.0,0.0
2019-02-20 13:53:50,2350624.0,0.0
2019-02-20 13:54:00,2350624.0,0.0
2019-02-20 13:54:10,2350624.0,0.0
2019-02-20 13:54:20,2350624.0,0.0
2019-02-20 13:54:30,2350632.0,0.0
2019-02-20 13:54:40,2350640.0,0.0
2019-02-20 13:54:50,2350640.0,0.0
2019-02-20 13:55:00,2350640.0,0.0
2019-02-20 13:55:10,2350640.0,0.0
2019-02-20 13:55:20,2350640.0,0.0
2019-02-20 13:55:30,2350640.0,0.0
2019-02-20 13:55:40,2350640.0,0.0
2019-02-20 13:55:50,2350640.0,0.0
2019-02-20 13:56:00,2350640.0,0.0
2019-02-20 13:56:10,2350640.0,0.0
2019-02-20 13:56:20,2350640.0,0.0
2019-02-20 13:56:30,2350640.0,0.0
2019-02-20 13:56:40,2350644.0,0.0
2019-02-20 13:56:50,2350644.0,0.0
2019-02-20 13:57:00,2350644.0,0.0
2019-02-20 13:57:10,2350644.0,0.0
2019-02-20 13:57:20,2350644.0,0.0
2019-02-20 13:57:30,2350644.0,0.0
2019-02-20 13:57:40,2350644.0,0.0
2019-02-20 13:57:50,2350644.0,0.0
2019-02-20 13:58:00,2350644.0,0.0
2019-02-20 13:58:10,2350644.0,0.0
2019-02-20 13:58:20,2350648.0,0.0
2019-02-20 13:58:30,2350648.0,0.0
2019-02-20 13:58:40,2350648.0,0.0
2019-02-20 13:58:50,2350648.0,0.0
2019-02-20 13:59:00,2350648.0,0.0
2019-02-20 13:59:10,2350648.0,0.0
2019-02-20 13:59:20,2350644.0,0.0
2019-02-20 13:59:30,2350644.0,0.0
2019-02-20 13:59:40,2350648.0,0.0
2019-02-20 13:59:50,2350648.0,0.0
2019-02-20 14:00:00,2350652.0,0.0
2019-02-20 14:00:10,2350656.0,0.0
2019-02-20 14:00:20,2350656.0,0.0
2019-02-20 14:00:30,2350656.0,0.0
2019-02-20 14:00:40,2350656.0,0.0
2019-02-20 14:00:50,2350656.0,0.0
2019-02-20 14:01:00,2350656.0,0.0
2019-02-20 14:01:10,2350656.0,0.0
2019-02-20 14:01:20,2350656.0,0.0
2019-02-20 14:01:30,2350656.0,0.0
2019-02-20 14:01:40,2350656.0,0.0
2019-02-20 14:01:50,2350656.0,0.0
2019-02-20 14:02:00,2350656.0,0.0
2019-02-20 14:02:10,2350656.0,0.0
2019-02-20 14:02:20,2350656.0,0.0
2019-02-20 14:02:30,2350656.0,0.0
2019-02-20 14:02:40,2350656.0,0.0
2019-02-20 14:02:50,2350656.0,0.0
2019-02-20 14:03:00,2350656.0,0.0
2019-02-20 14:03:10,2350656.0,0.0
2019-02-20 14:03:20,2350660.0,0.0
2019-02-20 14:03:30,2350660.0,0.0
2019-02-20 14:03:40,2350660.0,0.0
2019-02-20 14:03:50,2350660.0,0.0
2019-02-20 14:04:00,2350660.0,0.0
2019-02-20 14:04:10,2350660.0,0.0
2019-02-20 14:04:20,2350660.0,0.0
2019-02-20 14:04:30,2350660.0,0.0
2019-02-20 14:04:40,2350664.0,0.0
2019-02-20 14:04:50,2350664.0,0.0
2019-02-20 14:05:00,2350664.0,0.0
2019-02-20 14:05:10,2350668.0,0.0
2019-02-20 14:05:20,2350668.0,0.0
2019-02-20 14:05:30,2350668.0,0.0
2019-02-20 14:05:40,2350668.0,0.0
2019-02-20 14:05:50,2350668.0,0.0
2019-02-20 14:06:00,2350668.0,0.0
2019-02-20 14:06:10,2350668.0,0.0
2019-02-20 14:06:20,2350668.0,0.0
2019-02-20 14:06:30,2350668.0,0.0
2019-02-20 14:06:40,2350668.0,0.0
2019-02-20 14:06:50,2350668.0,0.0
2019-02-20 14:07:00,2350668.0,0.0
2019-02-20 14:07:10,2350668.0,0.0
2019-02-20 14:07:20,2350668.0,0.0
2019-02-20 14:07:30,2350668.0,0.0
2019-02-20 14:07:40,2350668.0,0.0
2019-02-20 14:07:50,2350672.0,0.0
2019-02-20 14:08:00,2350672.0,0.0
2019-02-20 14:08:10,2350672.0,0.0
2019-02-20 14:08:20,2350672.0,0.0
2019-02-20 14:08:30,2350672.0,0.0
2019-02-20 14:08:40,2350672.0,0.0
2019-02-20 14:08:50,2350672.0,0.0
2019-02-20 14:09:00,2350672.0,0.0
2019-02-20 14:09:10,2350672.0,0.0
2019-02-20 14:09:20,2350672.0,0.0
2019-02-20 14:09:30,2350672.0,0.0
2019-02-20 14:09:40,2350672.0,0.0
2019-02-20 14:09:50,2350672.0,0.0
2019-02-20 14:10:00,2350672.0,0.0
2019-02-20 14:10:10,2350668.0,0.0
2019-02-20 14:10:20,2350672.0,0.0
2019-02-20 14:10:30,2350672.0,0.0
2019-02-20 14:10:40,2350672.0,0.0
2019-02-20 14:10:50,2350672.0,0.0
2019-02-20 14:11:00,2350672.0,0.0
2019-02-20 14:11:10,2350672.0,0.0
2019-02-20 14:11:20,2350672.0,0.0
2019-02-20 14:11:30,2350672.0,0.0
2019-02-20 14:11:40,2350672.0,0.0
2019-02-20 14:11:50,2350672.0,0.0
2019-02-20 14:12:00,2350672.0,0.0
2019-02-20 14:12:10,2350672.0,0.0
2019-02-20 14:12:20,2350672.0,0.0
2019-02-20 14:12:30,2350672.0,0.0
2019-02-20 14:12:40,2350672.0,0.0
2019-02-20 14:12:50,2350672.0,0.0
2019-02-20 14:13:00,2350672.0,0.0
2019-02-20 14:13:10,2350672.0,0.0
2019-02-20 14:13:20,2350676.0,0.0
2019-02-20 14:13:30,2350676.0,0.0
2019-02-20 14:13:40,2350676.0,0.0
2019-02-20 14:13:50,2350676.0,0.0
2019-02-20 14:14:00,2350676.0,0.025
2019-02-20 14:14:10,2350676.0,0.025
2019-02-20 14:14:20,2350676.0,0.025
2019-02-20 14:14:30,2350676.0,0.025
2019-02-20 14:14:40,2350676.0,0.025
2019-02-20 14:14:50,2350676.0,0.025
2019-02-20 14:15:00,2350680.0,0.025
2019-02-20 14:15:10,2350680.0,0.025
2019-02-20 14:15:20,2350680.0,0.025
2019-02-20 14:15:30,2350680.0,0.025
2019-02-20 14:15:40,2350680.0,0.025
2019-02-20 14:15:50,2350680.0,0.025
2019-02-20 14:16:00,2350680.0,0.025
2019-02-20 14:16:10,2350680.0,0.025
2019-02-20 14:16:20,2350680.0,0.025
2019-02-20 14:16:30,2350680.0,0.025
2019-02-20 14:16:40,2350680.0,0.025
2019-02-20 14:16:50,2350680.0,0.025
2019-02-20 14:17:00,2350680.0,0.025
2019-02-20 14:17:10,2350680.0,0.0
2019-02-20 14:17:20,2350680.0,0.0
2019-02-20 14:17:30,2350680.0,0.0
2019-02-20 14:17:40,2350680.0,0.0
2019-02-20 14:17:50,2350680.0,0.0
2019-02-20 14:18:00,2350684.0,0.0
2019-02-20 14:18:10,2350684.0,0.0
2019-02-20 14:18:20,2350684.0,0.0
2019-02-20 14:18:30,2350684.0,0.0
2019-02-20 14:18:40,2350684.0,0.0
2019-02-20 14:18:50,2350684.0,0.0
2019-02-20 14:19:00,2350684.0,0.0
2019-02-20 14:19:10,2350684.0,0.0
2019-02-20 14:19:20,2350684.0,0.0
2019-02-20 14:19:30,2350684.0,0.0
2019-02-20 14:19:40,2350684.0,0.0
2019-02-20 14:19:50,2350684.0,0.0
2019-02-20 14:20:00,2350684.0,0.0
2019-02-20 14:20:10,2350684.0,0.0
2019-02-20 14:20:20,2350720.0,0.0
2019-02-20 14:20:30,2350720.0,0.0
2019-02-20 14:20:40,2350720.0,0.0
2019-02-20 14:20:50,2350680.0,0.0
2019-02-20 14:21:00,2350680.0,0.0
2019-02-20 14:21:10,2350680.0,0.0
2019-02-20 14:21:20,2350680.0,0.0
2019-02-20 14:21:30,2350680.0,0.0
2019-02-20 14:21:40,2350680.0,0.0
2019-02-20 14:21:50,2350680.0,0.0
2019-02-20 14:22:00,2350680.0,0.0
2019-02-20 14:22:10,2350680.0,0.0
2019-02-20 14:22:20,2350680.0,0.0
2019-02-20 14:22:30,2350680.0,0.0
2019-02-20 14:22:40,2350680.0,0.0
2019-02-20 14:22:50,2350680.0,0.0
2019-02-20 14:23:00,2350680.0,0.0
2019-02-20 14:23:10,2350680.0,0.0
2019-02-20 14:23:20,2350688.0,0.0
2019-02-20 14:23:30,2350684.0,0.0
2019-02-20 14:23:40,2350684.0,0.0
2019-02-20 14:23:50,2350684.0,0.0
2019-02-20 14:24:00,2350684.0,0.0
2019-02-20 14:24:10,2350684.0,0.0
2019-02-20 14:24:20,2350684.0,0.0
2019-02-20 14:24:30,2350684.0,0.0
2019-02-20 14:24:40,2350688.0,0.0
2019-02-20 14:24:50,2350688.0,0.0
2019-02-20 14:25:00,2350688.0,0.0
2019-02-20 14:25:10,2350688.0,0.0
2019-02-20 14:25:20,2350688.0,0.0
2019-02-20 14:25:30,2350688.0,0.0
2019-02-20 14:25:40,2350688.0,0.0
2019-02-20 14:25:50,2350688.0,0.0
2019-02-20 14:26:00,2350688.0,0.0
2019-02-20 14:26:10,2350688.0,0.0
2019-02-20 14:26:20,2350688.0,0.0
2019-02-20 14:26:30,2350688.0,0.0
2019-02-20 14:26:40,2350688.0,0.0
2019-02-20 14:26:50,2350688.0,0.0
2019-02-20 14:27:00,2350688.0,0.0
2019-02-20 14:27:10,2350688.0,0.0
2019-02-20 14:27:20,2350688.0,0.0
2019-02-20 14:27:30,2350688.0,0.0
2019-02-20 14:27:40,2350688.0,0.0
2019-02-20 14:27:50,2350688.0,0.0
2019-02-20 14:28:00,2350688.0,0.0
2019-02-20 14:28:10,2350688.0,0.0
2019-02-20 14:28:20,2350692.0,0.0
2019-02-20 14:28:30,2350692.0,0.0
2019-02-20 14:28:40,2350692.0,0.0
2019-02-20 14:28:50,2350692.0,0.0
2019-02-20 14:29:00,2350692.0,0.0
2019-02-20 14:29:10,2350692.0,0.0
2019-02-20 14:29:20,2350692.0,0.0
2019-02-20 14:29:30,2350692.0,0.0
2019-02-20 14:29:40,2350692.0,0.0
2019-02-20 14:29:50,2350692.0,0.0
2019-02-20 14:30:00,2350736.0,0.0
2019-02-20 14:30:10,2350736.0,0.0
2019-02-20 14:30:20,2350736.0,0.0
2019-02-20 14:30:30,2350732.0,0.0
2019-02-20 14:30:40,2350732.0,0.0
2019-02-20 14:30:50,2350732.0,0.0
2019-02-20 14:31:00,2350732.0,0.0
2019-02-20 14:31:10,2290916.0,0.0
2019-02-20 14:31:20,2290916.0,0.0
2019-02-20 14:31:30,2290916.0,0.0
2019-02-20 14:31:40,2290916.0,0.0
2019-02-20 14:31:50,2290916.0,0.0
2019-02-20 14:32:00,2290916.0,0.0
2019-02-20 14:32:10,2290916.0,0.0
2019-02-20 14:32:20,2290916.0,0.0
2019-02-20 14:32:30,2290916.0,0.0
2019-02-20 14:32:40,2290916.0,0.0
2019-02-20 14:32:50,2290916.0,0.0
2019-02-20 14:33:00,2290916.0,0.0
2019-02-20 14:33:10,2290916.0,0.0
2019-02-20 14:33:20,2290920.0,0.0
2019-02-20 14:33:30,2290920.0,0.0
2019-02-20 14:33:40,2290920.0,0.0
2019-02-20 14:33:50,2290920.0,0.0
2019-02-20 14:34:00,2290920.0,0.0
2019-02-20 14:34:10,2290920.0,0.0
2019-02-20 14:34:20,2290920.0,0.0
2019-02-20 14:34:30,2290924.0,0.0
2019-02-20 14:34:40,2290924.0,0.0
2019-02-20 14:34:50,2290924.0,0.0
2019-02-20 14:35:00,2290924.0,0.0
2019-02-20 14:35:10,2290924.0,0.0
2019-02-20 14:35:20,2290924.0,0.0
2019-02-20 14:35:30,2290924.0,0.0
2019-02-20 14:35:40,2290924.0,0.0
2019-02-20 14:35:50,2290924.0,0.0
2019-02-20 14:36:00,2290924.0,0.0
2019-02-20 14:36:10,2290924.0,0.0
2019-02-20 14:36:20,2290924.0,0.0
2019-02-20 14:36:30,2290924.0,0.0
2019-02-20 14:36:40,2290920.0,0.0
2019-02-20 14:36:50,2290920.0,0.0
2019-02-20 14:37:00,2290920.0,0.0
2019-02-20 14:37:10,2290920.0,0.0
2019-02-20 14:37:20,2290920.0,0.0
2019-02-20 14:37:30,2290920.0,0.0
2019-02-20 14:37:40,2290920.0,0.0
2019-02-20 14:37:50,2290920.0,0.0
2019-02-20 14:38:00,2290920.0,0.0
2019-02-20 14:38:10,2290920.0,0.0
2019-02-20 14:38:20,2290920.0,0.0
2019-02-20 14:38:30,2290920.0,0.0
2019-02-20 14:38:40,2290920.0,0.0
2019-02-20 14:38:50,2290920.0,0.0
2019-02-20 14:39:00,2290920.0,0.0
2019-02-20 14:39:10,2290920.0,0.0
2019-02-20 14:39:20,2290920.0,0.0
2019-02-20 14:39:30,2290920.0,0.0
2019-02-20 14:39:40,2290920.0,0.0
2019-02-20 14:39:50,2290920.0,0.0
2019-02-20 14:40:00,2290920.0,0.025
2019-02-20 14:40:10,2290920.0,0.025
2019-02-20 14:40:20,2290920.0,0.025
2019-02-20 14:40:30,2290920.0,0.025
2019-02-20 14:40:40,2290920.0,0.025
2019-02-20 14:40:50,2290920.0,0.025
2019-02-20 14:41:00,2290920.0,0.025
2019-02-20 14:41:10,2290920.0,0.025
2019-02-20 14:41:20,2290920.0,0.025
2019-02-20 14:41:30,2290920.0,0.025
2019-02-20 14:41:40,2290920.0,0.025
2019-02-20 14:41:50,2290920.0,0.025
2019-02-20 14:42:00,2290920.0,0.025
2019-02-20 14:42:10,2290920.0,0.025
2019-02-20 14:42:20,2290920.0,0.0
2019-02-20 14:42:30,2290920.0,0.0
2019-02-20 14:42:40,2290920.0,0.0
2019-02-20 14:42:50,2290920.0,0.0
2019-02-20 14:43:00,2290920.0,0.0
2019-02-20 14:43:10,2290920.0,0.0
2019-02-20 14:43:20,2290920.0,0.0
2019-02-20 14:43:30,2290920.0,0.0
2019-02-20 14:43:40,2290932.0,0.0
2019-02-20 14:43:50,2290932.0,0.0
2019-02-20 14:44:00,2290932.0,0.0
2019-02-20 14:44:10,2290932.0,0.0
2019-02-20 14:44:20,2290932.0,0.0
2019-02-20 14:44:30,2290932.0,0.0
2019-02-20 14:44:40,2290932.0,0.0
2019-02-20 14:44:50,2290932.0,0.0
2019-02-20 14:45:00,2290932.0,0.0
2019-02-20 14:45:10,2290932.0,0.0
2019-02-20 14:45:20,2290932.0,0.0
2019-02-20 14:45:30,2290932.0,0.0
2019-02-20 14:45:40,2290932.0,0.0
2019-02-20 14:45:50,2290932.0,0.0
2019-02-20 14:46:00,2290932.0,0.0
2019-02-20 14:46:10,2290932.0,0.0
2019-02-20 14:46:20,2290932.0,0.0
2019-02-20 14:46:30,2290932.0,0.0
2019-02-20 14:46:40,2290932.0,0.0
2019-02-20 14:46:50,2290932.0,0.0
2019-02-20 14:47:00,2290932.0,0.0
2019-02-20 14:47:10,2290932.0,0.0
2019-02-20 14:47:20,2290932.0,0.0
2019-02-20 14:47:30,2290932.0,0.0
2019-02-20 14:47:40,2290932.0,0.0
2019-02-20 14:47:50,2290932.0,0.0
2019-02-20 14:48:00,2290932.0,0.0
2019-02-20 14:48:10,2290936.0,0.0
2019-02-20 14:48:20,2290936.0,0.0
2019-02-20 14:48:30,2290936.0,0.0
2019-02-20 14:48:40,2290936.0,0.0
2019-02-20 14:48:50,2290936.0,0.0
2019-02-20 14:49:00,2290936.0,0.0
2019-02-20 14:49:10,2290936.0,0.0
2019-02-20 14:49:20,2290936.0,0.0
2019-02-20 14:49:30,2290936.0,0.0
2019-02-20 14:49:40,2290936.0,0.0
2019-02-20 14:49:50,2290936.0,0.0
2019-02-20 14:50:00,2290936.0,0.0
2019-02-20 14:50:10,2290936.0,0.0
2019-02-20 14:50:20,2290936.0,0.0
2019-02-20 14:50:30,2290936.0,0.0
2019-02-20 14:50:40,2290936.0,0.0
2019-02-20 14:50:50,2290936.0,0.0
2019-02-20 14:51:00,2290936.0,0.0
2019-02-20 14:51:10,2290936.0,0.0
2019-02-20 14:51:20,2290936.0,0.0
2019-02-20 14:51:30,2290936.0,0.0
2019-02-20 14:51:40,2290936.0,0.0
2019-02-20 14:51:50,2290936.0,0.0
2019-02-20 14:52:00,2290936.0,0.0
2019-02-20 14:52:10,2290936.0,0.0
2019-02-20 14:52:20,2290936.0,0.0
2019-02-20 14:52:30,2290936.0,0.0
2019-02-20 14:52:40,2290936.0,0.0
2019-02-20 14:52:50,2290936.0,0.0
2019-02-20 14:53:00,2290936.0,0.0
2019-02-20 14:53:10,2290936.0,0.0
2019-02-20 14:53:20,2290940.0,0.0
2019-02-20 14:53:30,2290940.0,0.0
2019-02-20 14:53:40,2290940.0,0.0
2019-02-20 14:53:50,2290940.0,0.0
2019-02-20 14:54:00,2290940.0,0.0
2019-02-20 14:54:10,2290940.0,0.0
2019-02-20 14:54:20,2290940.0,0.0
2019-02-20 14:54:30,2290940.0,0.0
2019-02-20 14:54:40,2290944.0,0.0
2019-02-20 14:54:50,2290944.0,0.0
2019-02-20 14:55:00,2290944.0,0.0
2019-02-20 14:55:10,2290944.0,0.0
2019-02-20 14:55:20,2290944.0,0.0
2019-02-20 14:55:30,2290944.0,0.0
2019-02-20 14:55:40,2290944.0,0.0
2019-02-20 14:55:50,2290944.0,0.0
2019-02-20 14:56:00,2290944.0,0.0
2019-02-20 14:56:10,2290944.0,0.0
2019-02-20 14:56:20,2290940.0,0.0
2019-02-20 14:56:30,2290940.0,0.0
2019-02-20 14:56:40,2290948.0,0.0
2019-02-20 14:56:50,2290948.0,0.0
2019-02-20 14:57:00,2290948.0,0.0
2019-02-20 14:57:10,2290948.0,0.0
2019-02-20 14:57:20,2290948.0,0.0
2019-02-20 14:57:30,2290948.0,0.0
2019-02-20 14:57:40,2290948.0,0.0
2019-02-20 14:57:50,2290948.0,0.0
2019-02-20 14:58:00,2290948.0,0.0
2019-02-20 14:58:10,2290948.0,0.0
2019-02-20 14:58:20,2290948.0,0.0
2019-02-20 14:58:30,2290948.0,0.0
2019-02-20 14:58:40,2290952.0,0.0
2019-02-20 14:58:50,2290952.0,0.0
2019-02-20 14:59:00,2290960.0,0.0
2019-02-20 14:59:10,2290960.0,0.0
2019-02-20 14:59:20,2290960.0,0.0
2019-02-20 14:59:30,2290920.0,0.0
2019-02-20 14:59:40,2290920.0,0.0
2019-02-20 14:59:50,2290920.0,0.0
2019-02-20 15:00:00,2290976.0,0.0
2019-02-20 15:00:10,2290976.0,0.0
2019-02-20 15:00:20,2290976.0,0.0
2019-02-20 15:00:30,2290976.0,0.0
2019-02-20 15:00:40,2290980.0,0.0
2019-02-20 15:00:50,2290980.0,0.0
2019-02-20 15:01:00,2290980.0,0.0
2019-02-20 15:01:10,2290980.0,0.0
2019-02-20 15:01:20,2290980.0,0.0
2019-02-20 15:01:30,2290980.0,0.0
2019-02-20 15:01:40,2290980.0,0.0
2019-02-20 15:01:50,2290980.0,0.0
2019-02-20 15:02:00,2290980.0,0.0
2019-02-20 15:02:10,2290980.0,0.0
2019-02-20 15:02:20,2290980.0,0.0
2019-02-20 15:02:30,2290980.0,0.0
2019-02-20 15:02:40,2290984.0,0.0
2019-02-20 15:02:50,2290984.0,0.0
2019-02-20 15:03:00,2290984.0,0.0
2019-02-20 15:03:10,2290984.0,0.0
2019-02-20 15:03:20,2290984.0,0.0
2019-02-20 15:03:30,2290984.0,0.0
2019-02-20 15:03:40,2290984.0,0.0
2019-02-20 15:03:50,2290984.0,0.0
2019-02-20 15:04:00,2290984.0,0.0
2019-02-20 15:04:10,2290984.0,0.0
2019-02-20 15:04:20,2290984.0,0.0
2019-02-20 15:04:30,2290984.0,0.0
2019-02-20 15:04:40,2290988.0,0.0
2019-02-20 15:04:50,2290988.0,0.0
2019-02-20 15:05:00,2290988.0,0.0
2019-02-20 15:05:10,2290988.0,0.0
2019-02-20 15:05:20,2290988.0,0.0
2019-02-20 15:05:30,2290988.0,0.0
2019-02-20 15:05:40,2290988.0,0.0
2019-02-20 15:05:50,2290988.0,0.0
2019-02-20 15:06:00,2290988.0,0.0
2019-02-20 15:06:10,2290988.0,0.0
2019-02-20 15:06:20,2290988.0,0.0
2019-02-20 15:06:30,2290988.0,0.0
2019-02-20 15:06:40,2290988.0,0.0
2019-02-20 15:06:50,2290988.0,0.0
2019-02-20 15:07:00,2290988.0,0.0
2019-02-20 15:07:10,2290988.0,0.0
2019-02-20 15:07:20,2290988.0,0.0
2019-02-20 15:07:30,2290988.0,0.0
2019-02-20 15:07:40,2290992.0,0.0
2019-02-20 15:07:50,2290976.0,0.0
2019-02-20 15:08:00,2290976.0,0.0
2019-02-20 15:08:10,2290976.0,0.0
2019-02-20 15:08:20,2290976.0,0.0
2019-02-20 15:08:30,2290976.0,0.0
2019-02-20 15:08:40,2290980.0,0.0
2019-02-20 15:08:50,2290980.0,0.0
2019-02-20 15:09:00,2290980.0,0.0
2019-02-20 15:09:10,2290980.0,0.0
2019-02-20 15:09:20,2290980.0,0.0
2019-02-20 15:09:30,2290980.0,0.0
2019-02-20 15:09:40,2290980.0,0.0
2019-02-20 15:09:50,2290980.0,0.0
2019-02-20 15:10:00,2290980.0,0.0
2019-02-20 15:10:10,2290980.0,0.0
2019-02-20 15:10:20,2290980.0,0.0
2019-02-20 15:10:30,2290980.0,0.0
2019-02-20 15:10:40,2290980.0,0.0
2019-02-20 15:10:50,2290980.0,0.0
2019-02-20 15:11:00,2290980.0,0.0
2019-02-20 15:11:10,2290980.0,0.0
2019-02-20 15:11:20,2290980.0,0.0
2019-02-20 15:11:30,2290980.0,0.0
2019-02-20 15:11:40,2290980.0,0.0
2019-02-20 15:11:50,2290980.0,0.0
2019-02-20 15:12:00,2290980.0,0.0
2019-02-20 15:12:10,2290980.0,0.0
2019-02-20 15:12:20,2290984.0,0.0
2019-02-20 15:12:30,2290984.0,0.0
2019-02-20 15:12:40,2290984.0,0.0
2019-02-20 15:12:50,2290984.0,0.0
2019-02-20 15:13:00,2290980.0,0.0
2019-02-20 15:13:10,2290980.0,0.0
2019-02-20 15:13:20,2290984.0,0.0
2019-02-20 15:13:30,2290984.0,0.0
2019-02-20 15:13:40,2290984.0,0.0
2019-02-20 15:13:50,2290984.0,0.0
2019-02-20 15:14:00,2290984.0,0.0
2019-02-20 15:14:10,2290984.0,0.0
2019-02-20 15:14:20,2290988.0,0.0
2019-02-20 15:14:30,2290988.0,0.0
2019-02-20 15:14:40,2290988.0,0.0
2019-02-20 15:14:50,2290988.0,0.0
2019-02-20 15:15:00,2290988.0,0.0
2019-02-20 15:15:10,2290988.0,0.0
2019-02-20 15:15:20,2290988.0,0.0
2019-02-20 15:15:30,2290988.0,0.0
2019-02-20 15:15:40,2290988.0,0.0
2019-02-20 15:15:50,2290988.0,0.0
2019-02-20 15:16:00,2290988.0,0.0
2019-02-20 15:16:10,2290988.0,0.0
2019-02-20 15:16:20,2290988.0,0.0
2019-02-20 15:16:30,2290988.0,0.0
2019-02-20 15:16:40,2290988.0,0.0
2019-02-20 15:16:50,2290988.0,0.0
2019-02-20 15:17:00,2290988.0,0.0
2019-02-20 15:17:10,2290988.0,0.0
2019-02-20 15:17:20,2290988.0,0.0
2019-02-20 15:17:30,2290992.0,0.0
2019-02-20 15:17:40,2290992.0,0.0
2019-02-20 15:17:50,2290988.0,0.0
2019-02-20 15:18:00,2290988.0,0.0
2019-02-20 15:18:10,2290992.0,0.0
2019-02-20 15:18:20,2290992.0,0.0
2019-02-20 15:18:30,2290996.0,0.0
2019-02-20 15:18:40,2290996.0,0.0
2019-02-20 15:18:50,2290996.0,0.0
2019-02-20 15:19:00,2290996.0,0.0
2019-02-20 15:19:10,2290996.0,0.0
2019-02-20 15:19:20,2290996.0,0.0
